Year,Temperature_Anomaly,Average_CO2,CO2_BAU,CO2_Mitigation,CO2_Upper,CO2_Lower,Month,Country,Crop_Yield,Soil_Quality,Water_Stress
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,5,Brazil,6.943109266465319,0.537027610343603,0.7168219978180617
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,6,Australia,2.848378095399983,0.6770890012578967,0.7079086032141668
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,7,New Zealand,7.056586389260787,0.7257101941759321,0.7513559201837328
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,8,Spain,3.7789309276546863,0.8148709018536009,0.351344612104017
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,9,Nigeria,2.9878869473895966,0.5032106358803017,0.653025157247767
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,10,India,9.616641529399999,0.40549791432924026,0.47632369836448407
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,11,USA,9.742240248059195,0.46844281503440366,0.7051991317340369
2027,0.7405184,1.064332,1.08561864,1.04304536,1.1175486,1.0111154,12,USA,8.562980110873458,0.8500093209240526,0.637094406296968
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,1,Nigeria,4.78460326880028,0.8369450387812576,0.6658684678998348
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,2,China,3.232540855047879,0.6987065510851542,0.593697102608643
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,3,Nigeria,7.631747698841177,0.7002584302168267,0.30645726168182413
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,4,Brazil,5.80114370304701,0.7325183372731278,0.527016151338163
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,5,Canada,3.415286761335841,0.4876856393117248,0.7908018437147051
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,6,South Korea,6.213826825834526,0.8572059729624799,0.7624328398982714
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,7,Argentina,2.757913908364138,0.6093852624460365,0.225904241478207
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,8,USA,9.319903015590866,0.5915692641247488,0.2988888894376623
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,9,Mexico,4.440849862000126,0.6594588526414188,0.27903726407273716
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,10,Australia,7.468917132654865,0.42348298338752755,0.6355879459911773
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,11,India,4.837833070670582,0.4831416843780397,0.6906711979141671
2028,0.6776522,1.0711671,1.092590442,1.049743758,1.124725455,1.017608745,12,Canada,6.4005101588335815,0.7690168082131852,0.3281068197864032
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,1,China,6.600327095074597,0.44139933396256326,0.5035116157710975
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,2,Chile,3.8864084164414527,0.7015760547331942,0.70442181680672
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,3,Australia,9.77188470823419,0.5226745548406605,0.6396809268597504
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,4,Germany,8.313496175208359,0.5946478070209883,0.5253423232951091
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,5,New Zealand,9.54624206173142,0.54434686838535,0.5542086142752638
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,6,France,9.211205128207366,0.5778363582324746,0.505016328149768
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,7,India,6.984249841083138,0.7595229525921228,0.3785290707912924
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,8,Italy,9.414056762673376,0.5485608578115875,0.5390131957154097
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,9,USA,3.163693765389396,0.6832023201484486,0.6133311812300545
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,10,Brazil,3.969871468143589,0.6380252010995499,0.7239937495164848
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,11,South Korea,2.8392046668290356,0.7318355826813241,0.5817748123875489
2029,0.61759156,1.0774341,1.098982782,1.055885418,1.1313058050000002,1.023562395,12,Australia,4.939977480724483,0.868414869662379,0.6566729222258949
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,1,Kenya,5.415079672671116,0.7662860486051252,0.29604298097274384
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,2,USA,4.535117738304219,0.5074701892953783,0.476934484651874
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,3,Brazil,8.71553131863947,0.41559156753064236,0.20559897189625598
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,4,New Zealand,5.17564995020192,0.5311320221499125,0.34800731871297386
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,5,USA,4.607008822655356,0.6975389653501274,0.635877029067803
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,6,Kenya,6.570220623686864,0.4257129067421252,0.7950859708096181
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,7,Argentina,3.55693168731072,0.6481831236006181,0.25950685975232957
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,8,Chile,8.516477355655297,0.6984214244584446,0.440896589516773
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,9,UK,3.059129827598281,0.5671219454084804,0.6800425812194958
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,10,USA,9.90165202450388,0.7854561018729109,0.32242138077733934
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,11,Germany,8.29183576972493,0.4532991265668859,0.5330509695813719
2030,0.56400424,1.0825351,1.1041858020000002,1.060884398,1.136661855,1.028408345,12,Australia,3.990367611506293,0.4375688908679044,0.639842777617805
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,1,UK,2.541415878427018,0.7640943781018017,0.5695912701561074
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,2,Argentina,8.615960713411257,0.6477456581030993,0.3128148407692497
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,3,Canada,7.801430078857129,0.7442011982138681,0.4132307412114437
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,4,South Korea,7.967553760307405,0.6174136693018731,0.6702750706912384
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,5,Canada,8.284527600144592,0.5232010166195534,0.5325359084792101
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,6,Spain,3.0553348880056777,0.8095511588370998,0.20313776812574766
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,7,Australia,5.1884929640820445,0.7997079394844897,0.6565944560168564
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,8,USA,3.369017946438473,0.7473482354272134,0.22118681296414344
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,9,South Korea,8.973275694066952,0.5360725686149814,0.6474402696387394
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,10,Nigeria,7.174735951206684,0.6951153334345436,0.32148833609914246
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,11,Argentina,4.981735186394869,0.5804869484700135,0.7748440880716283
2031,0.5204549,1.0862113,1.107935526,1.064487074,1.140521865,1.031900735,12,Brazil,2.976687627145177,0.4457910366633171,0.42076445078125074
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,1,Japan,4.832367412867466,0.8586567877311214,0.3961589698028475
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,2,South Africa,4.938874915200603,0.4684093154594807,0.2893328301994668
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,3,India,7.97204633753548,0.8751186769104012,0.38336252929412895
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,4,Mexico,7.281681035164098,0.6230028864789778,0.7259904570969204
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,5,South Africa,9.154095569322449,0.49256646441930985,0.7978006025763484
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,6,New Zealand,6.04161193871462,0.6709504736891791,0.420985718304109
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,7,France,3.3969568445372627,0.8364729179382042,0.4691663785727256
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,8,Chile,7.849335904172462,0.7661124432047806,0.6332425629216423
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,9,Mexico,8.205887864626732,0.8032805739307249,0.7317174682790448
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,10,UK,6.709578981771222,0.7293916833553586,0.5558266005120706
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,11,Japan,8.282253849659208,0.7461382822589262,0.43491541890669766
2032,0.49337202,1.0893955,1.11118341,1.06760759,1.143865275,1.034925725,12,South Africa,6.20346697273293,0.8245978257826596,0.4475731045091743
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,1,UK,6.420496220364956,0.5248340044295929,0.6173708878980841
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,2,France,5.706557637689122,0.6447124818215703,0.20193095816256723
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,3,Mexico,2.6906434505807137,0.5106047209098011,0.5717536024759045
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,4,South Korea,3.3091857024497835,0.8938340039983235,0.4132958062648145
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,5,Chile,2.7357188926505067,0.8720296698433067,0.6765183987662506
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,6,South Korea,7.273078084478353,0.41971340568425297,0.2557943838938793
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,7,China,4.85766985807245,0.7527875862578443,0.5529213601690344
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,8,Spain,6.314280183735271,0.8626241587078329,0.4885837339316743
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,9,Nigeria,9.306748554445697,0.4902876725636668,0.5853953155431365
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,10,New Zealand,4.369691718616562,0.6839726152763148,0.23891215668978102
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,11,Italy,5.577871922767223,0.8577441487940209,0.5479902724568788
2033,0.48322487,1.0933148,1.115181096,1.071448504,1.14798054,1.0386490599999998,12,Brazil,8.166633539072865,0.41697298929289944,0.5368907527757143
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,1,Nigeria,4.215986241187169,0.74871013362342,0.5363960566497026
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,2,South Korea,3.0773493237159473,0.5486745036862755,0.562092599957873
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,3,Nigeria,4.67313589685326,0.8621980976882653,0.6058807623358173
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,4,Kenya,3.709159654405033,0.8855291225826839,0.6829933998084619
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,5,Chile,9.472732392569299,0.8721332445567169,0.36189243207692867
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,6,Italy,8.560902846733127,0.6371071083287319,0.6950296461080373
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,7,Canada,7.250528173828176,0.8310213254946568,0.49895340935807225
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,8,Germany,9.035954426407883,0.8222746992675352,0.24623496748059873
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,9,New Zealand,8.527540576743359,0.5595502366216278,0.23513055754638754
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,10,USA,3.899275441645269,0.8144577370753388,0.4005429912176365
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,11,Nigeria,9.194192488674833,0.41850381735774633,0.6709381862668806
2034,0.48589796,1.1004636,1.122472872,1.078454328,1.1554867800000002,1.04544042,12,Japan,6.54506681436738,0.6981349392410265,0.6246085608445495
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,1,South Africa,8.555801163730468,0.5150044186438516,0.673168978803444
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,2,South Africa,9.2206847494262,0.4602834428886394,0.5103614338649657
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,3,Kenya,4.885026062288979,0.4384766008146046,0.4641193987732944
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,4,Chile,3.3253894339575756,0.7481443879390699,0.2884715160237704
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,5,Japan,4.209513719064563,0.569937481884033,0.396915652165587
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,6,Mexico,5.703308414696922,0.7623833857643807,0.4604116197043252
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,7,South Africa,8.635110744418698,0.4326781703994712,0.25316025780777035
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,8,Canada,8.955479374422577,0.5576451689153052,0.3323671716267268
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,9,New Zealand,2.5521409789839304,0.6697456461876686,0.5589351764382433
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,10,New Zealand,6.330604769331742,0.7953615824194817,0.641397868543514
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,11,Chile,5.630582523615843,0.559376251466035,0.79900850683577
2035,0.50205827,1.111361,1.13358822,1.08913378,1.16692905,1.05579295,12,USA,4.165808578530477,0.7129456882185046,0.7598679988061348
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,1,New Zealand,3.398990255002621,0.8429888741180935,0.585539119721115
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,2,UK,5.03211378552721,0.7079315940911524,0.4527488319764432
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,3,Italy,9.571822779343893,0.5164797373768168,0.5817064188249397
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,4,USA,4.924021990155664,0.41220039077826903,0.6713909708481393
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,5,Argentina,6.390929663075246,0.835049436950465,0.27100171455403244
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,6,Argentina,7.7726421917138335,0.4106347054251936,0.445942933817773
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,7,Australia,5.227222017844705,0.8373508363420997,0.7038813713813703
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,8,Brazil,9.788365620407205,0.664468567013606,0.4302997711598264
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,9,Mexico,9.718354712065835,0.8695338492564482,0.543123362736312
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,10,New Zealand,4.388367218690231,0.7993916178868328,0.552661616517319
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,11,Argentina,6.22936379419289,0.8989670552666688,0.31068575188018366
2036,0.53351915,1.1259539,1.148472978,1.103434822,1.182251595,1.069656205,12,India,4.756587323625773,0.5753559077258551,0.4173412649913731
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,1,South Africa,4.636303707831007,0.7835941444655634,0.40070677324515935
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,2,Chile,2.776652105158996,0.6009654568046211,0.21571802511923888
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,3,New Zealand,7.071732504849226,0.6399378101519544,0.21451505833481316
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,4,China,6.270092674216461,0.7137527316091851,0.6990182262054642
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,5,USA,2.88609063437492,0.8368385570931693,0.3638424859836875
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,6,Chile,4.589848481774586,0.8920417345996476,0.5108472597432894
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,7,Canada,9.311994144749903,0.7841367069322591,0.3792353441532639
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,8,UK,4.296714180002294,0.6088833910836668,0.7644075470692044
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,9,Nigeria,3.586711540684173,0.6106785011385352,0.3555780553194643
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,10,Mexico,6.170895702081722,0.7687911507944458,0.4577940876433611
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,11,New Zealand,9.892378405829504,0.5193885728841512,0.7236381502907612
2037,0.57136023,1.1438102,1.1666864040000002,1.120933996,1.2010007100000002,1.08661969,12,Argentina,4.315414536336253,0.45523705656569735,0.7051601400750853
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,1,Canada,7.5410166055440895,0.5773110788203883,0.3116608507077664
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,2,South Africa,8.212147114965383,0.5436194958270408,0.6815859858774262
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,3,Italy,4.282281579942998,0.5481540602279951,0.47491213204273564
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,4,New Zealand,7.961622614588947,0.516803875524955,0.4897813232512132
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,5,Japan,5.258373495394399,0.42104659481818096,0.2800879834495663
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,6,China,7.242293729451846,0.4089369673667069,0.24836090825427481
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,7,Kenya,7.25147283070671,0.8938611948680157,0.6367635841842592
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,8,Australia,6.518310130560689,0.6138865668679312,0.4978766914131799
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,9,Australia,3.1771732754080624,0.5921633235798409,0.46211042156910775
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,10,Australia,8.764768716919285,0.7398236413465349,0.6377049371914381
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,11,Kenya,4.905850487288019,0.5091269439325321,0.6593077393946659
2038,0.6119757,1.1550344,1.178135088,1.131933712,1.21278612,1.09728268,12,India,3.8988888279989067,0.8749805919751127,0.29534490060161217
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,1,Nigeria,2.805813561660729,0.793172507207776,0.5661350896865849
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,2,Nigeria,6.931697073911813,0.4447055011561298,0.28121244936661133
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,3,Brazil,7.581732713817118,0.6087903878924642,0.6508250516174274
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,4,South Korea,2.624408716958921,0.8395591537810824,0.5941730937602838
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,5,Chile,6.340697937244608,0.8723660111457052,0.7739687726500748
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,6,India,4.198718313984535,0.6337007556249349,0.24137480981385273
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,7,China,7.338795928070874,0.7067056946053538,0.23423283269075262
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,8,Kenya,3.8077482175374358,0.48351697304603763,0.3693122448159201
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,9,Italy,7.6820330357684945,0.8955843130684883,0.3570234102415436
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,10,Argentina,5.400515097254031,0.5158358506917218,0.34818727944319994
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,11,Japan,9.525474915525509,0.8713658870675629,0.7437527483126221
2039,0.65403044,1.1660608,1.189382016,1.142739584,1.22436384,1.10775776,12,Brazil,3.531407081094949,0.7248233244961843,0.3497277199097037
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,1,India,5.057997632876939,0.7038683974394295,0.36316983567717864
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,2,France,3.351051409304418,0.6563442555082544,0.6556389574507784
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,3,Australia,9.43520213708922,0.5153349058588794,0.46984390547032406
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,4,Germany,9.080045150357357,0.48826401600275415,0.6660263341731087
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,5,New Zealand,4.434562207863667,0.5102431045350877,0.23921969453863118
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,6,Chile,7.449880345256343,0.4932191310721273,0.4925427162040306
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,7,Argentina,8.629166501509118,0.7897922367833767,0.2201681601099696
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,8,France,6.664006086995967,0.5750626295833651,0.23759192207321272
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,9,New Zealand,6.4723793376700485,0.4289213382816982,0.7438624720066467
2040,0.698645,1.1789203,1.202498706,1.155341894,1.237866315,1.1199742849999998,10,Australia,4.3138921817533875,0.8845513150704056,0.2835472226705571
